STATUS,DATA,IDADE,GALPAO,LOTE,PROPRIETARIO,PRODUTIVIDADE REAL,PRODUTIVIDADE PADRAO,CONSUMO REAL,CONSUMO PADRAO,VIABILIDADE REAL,VIABILIDADE PADRAO,PESO REAL,PESO PADRAO
ATIVO,14/03/2025,102,02,BR042023,Bruno,80.23%,76.70%,0.119,0.110,82.57%,93.00%,0.000,0.000
ATIVO,13/03/2025,17,03,BA112024,BA (Bruno/Alex),0.16%,0.00%,0.071,0.073,99.43%,99.90%,0.000,0.000
ATIVO,13/03/2025,43,04,CA052024,Carlos,94.33%,95.40%,0.126,0.110,93.71%,97.80%,0.000,0.000
ATIVO,13/03/2025,60,05,CA012024,Carlos,90.28%,91.30%,0.088,0.110,80.45%,96.40%,0.000,0.000
ATIVO,13/03/2025,88,01,AL072023,Alex,86.76%,81.20%,0.109,0.115,80.88%,93.20%,0.000,0.000
ATIVO,13/03/2025,101,02,BR042023,Bruno,82.93%,76.70%,0.107,0.110,82.57%,93.00%,0.000,0.000
ATIVO,12/03/2025,17,03,BA112024,BA (Bruno/Alex),0.06%,0.00%,0.047,0.145,99.45%,199.80%,0.000,0.000
ATIVO,12/03/2025,43,04,CA052024,Carlos,95.00%,95.40%,0.109,0.110,93.71%,97.80%,0.000,0.000
ATIVO,12/03/2025,60,05,CA012024,Carlos,90.26%,91.30%,0.097,0.110,80.49%,96.40%,0.000,0.000
ATIVO,12/03/2025,88,01,AL072023,Alex,88.45%,81.20%,0.097,0.115,80.86%,93.20%,0.000,0.000
ATIVO,12/03/2025,101,02,BR042023,Bruno,82.34%,76.70%,0.095,0.110,82.60%,93.00%,0.000,0.000
ATIVO,11/03/2025,17,03,BA112024,BA (Bruno/Alex),0.16%,0.00%,0.079,0.073,99.45%,99.90%,0.000,0.000
ATIVO,11/03/2025,43,04,CA052024,Carlos,93.14%,95.40%,0.117,0.110,93.71%,97.80%,0.000,0.000
ATIVO,11/03/2025,60,05,CA012024,Carlos,91.08%,91.30%,0.117,0.110,80.49%,96.40%,0.000,0.000
ATIVO,11/03/2025,88,01,AL072023,Alex,85.85%,81.20%,0.121,0.115,80.88%,93.20%,0.000,0.000
ATIVO,11/03/2025,101,02,BR042023,Bruno,79.32%,76.70%,0.119,0.110,82.60%,93.00%,0.000,0.000
ATIVO,10/03/2025,16,03,BA112024,BA (Bruno/Alex),0.04%,0.00%,0.087,0.068,99.45%,99.90%,0.000,0.000
ATIVO,10/03/2025,42,04,CA052024,Carlos,98.85%,95.60%,0.126,0.110,93.71%,97.90%,0.000,0.000
ATIVO,10/03/2025,60,05,CA012024,Carlos,94.79%,91.30%,0.127,0.110,80.51%,96.40%,0.000,0.000
ATIVO,10/03/2025,88,01,AL072023,Alex,92.67%,81.20%,0.121,0.115,80.93%,93.20%,0.000,0.000
ATIVO,10/03/2025,101,02,BR042023,Bruno,85.20%,76.70%,0.130,0.110,82.65%,93.00%,0.000,0.000
ATIVO,09/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,99.45%,99.90%,0.000,0.000
ATIVO,09/03/2025,42,04,CA052024,Carlos,98.83%,95.60%,0.000,0.000,93.71%,97.90%,0.000,0.000
ATIVO,09/03/2025,60,05,CA012024,Carlos,94.76%,91.30%,0.000,0.000,80.51%,96.40%,0.000,0.000
ATIVO,09/03/2025,87,01,AL072023,Alex,92.61%,81.60%,0.000,0.000,80.93%,93.30%,0.000,0.000
ATIVO,09/03/2025,101,02,BR042023,Bruno,85.17%,76.70%,0.000,0.000,82.65%,93.00%,0.000,0.000
ATIVO,08/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.110,0.068,99.47%,99.90%,0.000,0.000
ATIVO,08/03/2025,42,04,CA052024,Carlos,85.49%,95.60%,0.192,0.110,93.76%,97.90%,0.000,0.000
ATIVO,08/03/2025,60,05,CA012024,Carlos,84.31%,91.30%,0.175,0.110,80.59%,96.40%,0.000,0.000
ATIVO,08/03/2025,87,01,AL072023,Alex,73.03%,81.60%,0.182,0.115,80.98%,93.30%,0.000,0.000
ATIVO,08/03/2025,101,02,BR042023,Bruno,77.14%,76.70%,0.178,0.110,82.77%,93.00%,0.000,0.000
ATIVO,07/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.063,0.068,99.47%,99.90%,0.000,0.000
ATIVO,07/03/2025,42,04,CA052024,Carlos,94.33%,95.60%,0.109,0.110,93.76%,97.90%,0.000,0.000
ATIVO,07/03/2025,60,05,CA012024,Carlos,90.10%,91.30%,0.117,0.110,80.59%,96.40%,0.000,0.000
ATIVO,07/03/2025,87,01,AL072023,Alex,87.38%,81.60%,0.109,0.115,80.98%,93.30%,0.000,0.000
ATIVO,07/03/2025,101,02,BR042023,Bruno,81.79%,76.70%,0.118,0.110,82.77%,93.00%,0.000,0.000
ATIVO,06/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.095,0.068,99.47%,99.90%,0.000,0.000
ATIVO,06/03/2025,42,04,CA052024,Carlos,94.88%,95.60%,0.117,0.110,93.76%,97.90%,0.000,0.000
ATIVO,06/03/2025,59,05,CA012024,Carlos,90.78%,91.60%,0.127,0.110,80.59%,96.50%,0.000,0.000
ATIVO,06/03/2025,87,01,AL072023,Alex,89.32%,81.60%,0.109,0.115,80.98%,93.30%,0.000,0.000
ATIVO,06/03/2025,100,02,BR042023,Bruno,83.57%,76.70%,0.130,0.110,82.77%,93.00%,0.000,0.000
ATIVO,05/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.047,0.068,99.49%,99.90%,0.000,0.000
ATIVO,05/03/2025,42,04,CA052024,Carlos,102.51%,95.60%,0.117,0.110,93.76%,97.90%,0.000,0.000
ATIVO,05/03/2025,59,05,CA012024,Carlos,100.44%,91.60%,0.088,0.110,80.61%,96.50%,0.000,0.000
ATIVO,05/03/2025,87,01,AL072023,Alex,96.85%,81.60%,0.097,0.115,80.98%,93.30%,0.000,0.000
ATIVO,05/03/2025,100,02,BR042023,Bruno,87.56%,76.70%,0.071,0.110,82.77%,93.00%,0.000,0.000
ATIVO,04/03/2025,16,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.079,0.068,99.51%,99.90%,0.000,0.000
ATIVO,04/03/2025,42,04,CA052024,Carlos,84.07%,95.60%,0.134,0.110,93.76%,97.90%,0.000,0.000
ATIVO,04/03/2025,59,05,CA012024,Carlos,80.23%,91.60%,0.117,0.110,80.65%,96.50%,0.000,0.000
ATIVO,04/03/2025,87,01,AL072023,Alex,78.97%,81.60%,0.121,0.115,81.00%,93.30%,0.000,0.000
ATIVO,04/03/2025,100,02,BR042023,Bruno,76.35%,76.70%,0.154,0.110,82.82%,93.00%,0.000,0.000
ATIVO,03/03/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.095,0.065,99.51%,99.90%,1.297,1.183
ATIVO,03/03/2025,41,04,CA052024,Carlos,98.72%,95.80%,0.142,0.110,93.76%,98.00%,0.000,0.000
ATIVO,03/03/2025,59,05,CA012024,Carlos,96.41%,91.60%,0.126,0.110,80.65%,96.50%,0.000,0.000
ATIVO,03/03/2025,87,01,AL072023,Alex,91.65%,81.60%,0.121,0.115,81.00%,93.30%,0.000,0.000
ATIVO,03/03/2025,100,02,BR042023,Bruno,85.53%,76.70%,0.107,0.110,82.82%,93.00%,0.000,0.000
ATIVO,02/03/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,99.51%,99.90%,0.000,0.000
ATIVO,02/03/2025,41,04,CA052024,Carlos,98.72%,95.80%,0.000,0.000,93.76%,98.00%,0.000,0.000
ATIVO,02/03/2025,59,05,CA012024,Carlos,96.39%,91.60%,0.000,0.000,80.65%,96.50%,0.000,0.000
ATIVO,02/03/2025,86,01,AL072023,Alex,91.62%,81.90%,0.000,0.000,81.00%,93.40%,0.000,0.000
ATIVO,02/03/2025,100,02,BR042023,Bruno,85.47%,76.70%,0.000,0.000,82.82%,93.00%,0.000,0.000
ATIVO,01/03/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.134,0.065,99.57%,99.90%,0.000,0.000
ATIVO,01/03/2025,41,04,CA052024,Carlos,81.81%,95.80%,0.192,0.110,93.76%,98.00%,0.000,0.000
ATIVO,01/03/2025,59,05,CA012024,Carlos,76.12%,91.60%,0.204,0.110,80.71%,96.50%,0.000,0.000
ATIVO,01/03/2025,86,01,AL072023,Alex,75.64%,81.90%,0.206,0.115,81.10%,93.40%,0.000,0.000
ATIVO,01/03/2025,100,02,BR042023,Bruno,74.19%,76.70%,0.166,0.110,82.92%,93.00%,0.000,0.000
ATIVO,28/02/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.063,0.065,99.57%,99.90%,0.000,0.000
ATIVO,28/02/2025,41,04,CA052024,Carlos,93.68%,95.80%,0.117,0.110,93.76%,98.00%,0.000,0.000
ATIVO,28/02/2025,59,05,CA012024,Carlos,91.57%,91.60%,0.097,0.110,80.71%,96.50%,0.000,0.000
ATIVO,28/02/2025,86,01,AL072023,Alex,88.37%,81.90%,0.121,0.115,81.10%,93.40%,0.000,0.000
ATIVO,28/02/2025,100,02,BR042023,Bruno,82.86%,76.70%,0.118,0.110,82.92%,93.00%,0.000,0.000
ATIVO,27/02/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,97.80%,99.90%,0.000,0.000
ATIVO,27/02/2025,41,04,CA052024,Carlos,93.64%,95.80%,0.117,0.110,93.78%,98.00%,0.000,0.000
ATIVO,27/02/2025,58,05,CA012024,Carlos,89.19%,91.90%,0.107,0.110,80.71%,96.60%,0.000,0.000
ATIVO,27/02/2025,86,01,AL072023,Alex,87.43%,81.90%,0.109,0.115,81.13%,93.40%,0.000,0.000
ATIVO,27/02/2025,99,02,BR042023,Bruno,84.17%,77.00%,0.118,0.110,82.97%,93.10%,0.000,0.000
ATIVO,26/02/2025,15,03,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.016,0.065,97.82%,99.90%,0.000,0.000
ATIVO,26/02/2025,41,04,CA052024,Carlos,93.65%,95.80%,0.109,0.110,93.82%,98.00%,1.641,1.652
ATIVO,26/02/2025,58,05,CA012024,Carlos,91.52%,91.90%,0.117,0.110,80.71%,96.60%,0.000,0.000
ATIVO,26/02/2025,86,01,AL072023,Alex,89.19%,81.90%,0.109,0.115,81.15%,93.40%,0.000,0.000
ATIVO,26/02/2025,99,02,BR042023,Bruno,83.17%,77.00%,0.083,0.110,82.99%,93.10%,0.000,0.000
ATIVO,25/02/2025,15,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.216,0.065,97.82%,99.90%,0.000,0.000
ATIVO,25/02/2025,41,04,CA052024,Carlos,93.04%,95.80%,0.142,0.110,93.82%,98.00%,0.000,0.000
ATIVO,25/02/2025,58,05,CA012024,Carlos,88.56%,91.90%,0.146,0.110,80.71%,96.60%,0.000,0.000
ATIVO,25/02/2025,86,01,AL072023,Alex,86.41%,81.90%,0.109,0.115,81.15%,93.40%,0.000,0.000
ATIVO,25/02/2025,99,02,BR042023,Bruno,82.55%,77.00%,0.130,0.110,83.01%,93.10%,0.000,0.000
ATIVO,24/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.088,0.062,97.90%,99.90%,1.210,1.108
ATIVO,24/02/2025,40,04,CA052024,Carlos,97.47%,96.00%,0.142,0.110,93.86%,98.10%,0.000,0.000
ATIVO,24/02/2025,58,05,CA012024,Carlos,94.73%,91.90%,0.146,0.110,80.76%,96.60%,0.000,0.000
ATIVO,24/02/2025,86,01,AL072023,Alex,92.28%,81.90%,0.157,0.115,81.25%,93.40%,0.000,0.000
ATIVO,24/02/2025,99,02,BR042023,Bruno,86.27%,77.00%,0.141,0.110,83.19%,93.10%,0.000,0.000
ATIVO,23/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.080,0.062,97.90%,99.90%,0.000,0.000
ATIVO,23/02/2025,40,04,CA052024,Carlos,97.45%,96.00%,0.134,0.110,93.86%,98.10%,0.000,0.000
ATIVO,23/02/2025,58,05,CA012024,Carlos,94.73%,91.90%,0.136,0.110,80.76%,96.60%,0.000,0.000
ATIVO,23/02/2025,85,01,AL072023,Alex,92.25%,82.20%,0.145,0.115,81.25%,93.50%,0.000,0.000
ATIVO,23/02/2025,99,02,BR042023,Bruno,86.24%,77.00%,0.141,0.110,83.19%,93.10%,0.000,0.000
ATIVO,22/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,97.90%,99.90%,0.000,0.000
ATIVO,22/02/2025,40,04,CA052024,Carlos,84.21%,96.00%,0.000,0.000,93.86%,98.10%,0.000,0.000
ATIVO,22/02/2025,58,05,CA012024,Carlos,83.35%,91.90%,0.000,0.000,80.78%,96.60%,0.000,0.000
ATIVO,22/02/2025,85,01,AL072023,Alex,80.72%,82.20%,0.000,0.000,81.35%,93.50%,0.000,0.000
ATIVO,22/02/2025,99,02,BR042023,Bruno,77.81%,77.00%,0.000,0.000,83.28%,93.10%,0.000,0.000
ATIVO,21/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.096,0.062,97.90%,99.90%,0.000,0.000
ATIVO,21/02/2025,40,04,CA052024,Carlos,94.13%,96.00%,0.109,0.110,93.82%,98.10%,0.000,0.000
ATIVO,21/02/2025,58,05,CA012024,Carlos,89.80%,91.90%,0.087,0.110,80.73%,96.60%,0.000,0.000
ATIVO,21/02/2025,85,01,AL072023,Alex,87.13%,82.20%,0.133,0.115,81.30%,93.50%,0.000,0.000
ATIVO,21/02/2025,99,02,BR042023,Bruno,85.57%,77.00%,0.130,0.110,83.24%,93.10%,0.000,0.000
ATIVO,20/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.064,0.062,97.92%,99.90%,0.000,0.000
ATIVO,20/02/2025,40,04,CA052024,Carlos,94.30%,96.00%,0.117,0.110,93.86%,98.10%,0.000,0.000
ATIVO,20/02/2025,57,05,CA012024,Carlos,91.31%,92.10%,0.126,0.110,80.78%,96.60%,0.000,0.000
ATIVO,20/02/2025,85,01,AL072023,Alex,89.85%,82.20%,0.108,0.115,81.35%,93.50%,0.000,0.000
ATIVO,20/02/2025,98,02,BR042023,Bruno,83.93%,77.30%,0.106,0.110,83.28%,93.20%,0.000,0.000
ATIVO,19/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.080,0.062,97.92%,99.90%,0.000,0.000
ATIVO,19/02/2025,40,04,CA052024,Carlos,93.59%,96.00%,0.109,0.110,93.88%,98.10%,0.000,0.000
ATIVO,19/02/2025,57,05,CA012024,Carlos,90.70%,92.10%,0.078,0.110,80.78%,96.60%,1.646,1.672
ATIVO,19/02/2025,85,01,AL072023,Alex,87.92%,82.20%,0.096,0.115,81.37%,93.50%,0.000,0.000
ATIVO,19/02/2025,98,02,BR042023,Bruno,82.18%,77.30%,0.118,0.110,83.33%,93.20%,0.000,0.000
ATIVO,18/02/2025,14,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.088,0.062,97.92%,99.90%,0.000,0.000
ATIVO,18/02/2025,40,04,CA052024,Carlos,92.92%,96.00%,0.134,0.110,93.90%,98.10%,0.000,0.000
ATIVO,18/02/2025,57,05,CA012024,Carlos,89.13%,92.10%,0.116,0.110,80.84%,96.60%,0.000,0.000
ATIVO,18/02/2025,85,01,AL072023,Alex,88.68%,82.20%,0.108,0.115,81.40%,93.50%,0.000,0.000
ATIVO,18/02/2025,98,02,BR042023,Bruno,82.12%,77.30%,0.094,0.110,83.33%,93.20%,0.000,0.000
ATIVO,17/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.048,0.059,97.94%,99.90%,1.138,1.030
ATIVO,17/02/2025,39,04,CA052024,Carlos,98.23%,96.20%,0.167,0.110,93.92%,98.20%,0.000,0.000
ATIVO,17/02/2025,57,05,CA012024,Carlos,93.89%,92.10%,0.175,0.110,80.88%,96.60%,0.000,0.000
ATIVO,17/02/2025,85,01,AL072023,Alex,91.18%,82.20%,0.181,0.115,81.40%,93.50%,0.000,0.000
ATIVO,17/02/2025,98,02,BR042023,Bruno,87.42%,77.30%,0.165,0.110,83.41%,93.20%,0.000,0.000
ATIVO,16/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.048,0.059,97.94%,99.90%,0.000,0.000
ATIVO,16/02/2025,39,04,CA052024,Carlos,98.23%,96.20%,0.159,0.110,93.92%,98.20%,0.000,0.000
ATIVO,16/02/2025,57,05,CA012024,Carlos,93.87%,92.10%,0.175,0.110,80.88%,96.60%,0.000,0.000
ATIVO,16/02/2025,84,01,AL072023,Alex,91.15%,82.50%,0.169,0.115,81.40%,93.60%,0.000,0.000
ATIVO,16/02/2025,98,02,BR042023,Bruno,87.36%,77.30%,0.153,0.110,83.41%,93.20%,0.000,0.000
ATIVO,15/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.072,0.059,97.94%,99.90%,0.000,0.000
ATIVO,15/02/2025,39,04,CA052024,Carlos,78.27%,96.20%,0.000,0.000,93.94%,98.20%,0.000,0.000
ATIVO,15/02/2025,57,05,CA012024,Carlos,82.14%,92.10%,0.000,0.000,80.92%,96.60%,0.000,0.000
ATIVO,15/02/2025,84,01,AL072023,Alex,78.45%,82.50%,0.000,0.000,81.54%,93.60%,0.000,0.000
ATIVO,15/02/2025,98,02,BR042023,Bruno,70.42%,77.30%,0.000,0.000,83.53%,93.20%,0.000,0.000
ATIVO,14/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.072,0.059,97.94%,99.90%,0.000,0.000
ATIVO,14/02/2025,39,04,CA052024,Carlos,91.61%,96.20%,0.125,0.110,93.94%,98.20%,0.000,0.000
ATIVO,14/02/2025,57,05,CA012024,Carlos,90.40%,92.10%,0.116,0.110,80.92%,96.60%,0.000,0.000
ATIVO,14/02/2025,84,01,AL072023,Alex,85.90%,82.50%,0.120,0.115,81.54%,93.60%,0.000,0.000
ATIVO,14/02/2025,98,02,BR042023,Bruno,82.69%,77.30%,0.117,0.110,83.53%,93.20%,0.000,0.000
ATIVO,13/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.080,0.059,97.94%,99.90%,0.000,0.000
ATIVO,13/02/2025,39,04,CA052024,Carlos,89.71%,96.20%,0.109,0.110,93.94%,98.20%,0.000,0.000
ATIVO,13/02/2025,56,05,CA012024,Carlos,88.98%,92.40%,0.107,0.110,80.98%,96.70%,0.000,0.000
ATIVO,13/02/2025,84,01,AL072023,Alex,84.28%,82.50%,0.108,0.115,81.57%,93.60%,0.000,0.000
ATIVO,13/02/2025,97,02,BR042023,Bruno,80.82%,77.70%,0.117,0.110,83.58%,93.30%,0.000,0.000
ATIVO,12/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.080,0.059,97.94%,99.90%,0.000,0.000
ATIVO,12/02/2025,39,04,CA052024,Carlos,89.02%,96.20%,0.117,0.110,93.96%,98.20%,1.624,1.647
ATIVO,12/02/2025,56,05,CA012024,Carlos,89.61%,92.40%,0.116,0.110,80.98%,96.70%,0.000,0.000
ATIVO,12/02/2025,84,01,AL072023,Alex,85.02%,82.50%,0.120,0.115,81.62%,93.60%,0.000,0.000
ATIVO,12/02/2025,97,02,BR042023,Bruno,81.20%,77.70%,0.105,0.110,83.68%,93.30%,0.000,0.000
ATIVO,11/02/2025,13,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.088,0.059,97.94%,99.90%,0.000,0.000
ATIVO,11/02/2025,39,04,CA052024,Carlos,87.21%,96.20%,0.125,0.110,93.98%,98.20%,0.000,0.000
ATIVO,11/02/2025,56,05,CA012024,Carlos,88.19%,92.40%,0.116,0.110,81.00%,96.70%,0.000,0.000
ATIVO,11/02/2025,84,01,AL072023,Alex,83.18%,82.50%,0.132,0.115,81.62%,93.60%,0.000,0.000
ATIVO,11/02/2025,97,02,BR042023,Bruno,78.78%,77.70%,0.140,0.110,83.75%,93.30%,0.000,0.000
ATIVO,10/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.088,0.056,97.94%,99.90%,1.070,0.948
ATIVO,10/02/2025,38,04,CA052024,Carlos,104.59%,96.30%,0.142,0.110,93.98%,98.20%,0.000,0.000
ATIVO,10/02/2025,56,05,CA012024,Carlos,98.18%,92.40%,0.136,0.110,81.02%,96.70%,0.000,0.000
ATIVO,10/02/2025,84,01,AL072023,Alex,91.98%,82.50%,0.156,0.115,81.64%,93.60%,0.000,0.000
ATIVO,10/02/2025,97,02,BR042023,Bruno,84.49%,77.70%,0.152,0.110,84.09%,93.30%,0.000,0.000
ATIVO,09/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.088,0.056,97.94%,99.90%,0.000,0.000
ATIVO,09/02/2025,38,04,CA052024,Carlos,104.50%,96.30%,0.133,0.110,94.10%,98.20%,0.000,0.000
ATIVO,09/02/2025,56,05,CA012024,Carlos,98.09%,92.40%,0.126,0.110,81.12%,96.70%,0.000,0.000
ATIVO,09/02/2025,83,01,AL072023,Alex,91.99%,82.80%,0.144,0.115,81.67%,93.70%,0.000,0.000
ATIVO,09/02/2025,97,02,BR042023,Bruno,83.99%,77.70%,0.139,0.110,84.66%,93.30%,0.000,0.000
ATIVO,08/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,97.94%,99.90%,0.000,0.000
ATIVO,08/02/2025,38,04,CA052024,Carlos,64.53%,96.30%,0.000,0.000,94.10%,98.20%,0.000,0.000
ATIVO,08/02/2025,56,05,CA012024,Carlos,71.19%,92.40%,0.000,0.000,81.12%,96.70%,0.000,0.000
ATIVO,08/02/2025,83,01,AL072023,Alex,73.17%,82.80%,0.000,0.000,81.67%,93.70%,0.000,0.000
ATIVO,08/02/2025,97,02,BR042023,Bruno,74.35%,77.70%,0.000,0.000,84.66%,93.30%,0.000,0.000
ATIVO,07/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.056,0.056,97.94%,99.90%,0.000,0.000
ATIVO,07/02/2025,38,04,CA052024,Carlos,94.04%,96.30%,0.108,0.110,94.10%,98.20%,0.000,0.000
ATIVO,07/02/2025,56,05,CA012024,Carlos,88.83%,92.40%,0.106,0.110,81.12%,96.70%,0.000,0.000
ATIVO,07/02/2025,83,01,AL072023,Alex,88.60%,82.80%,0.108,0.115,81.67%,93.70%,0.000,0.000
ATIVO,07/02/2025,97,02,BR042023,Bruno,84.11%,77.70%,0.081,0.110,84.66%,93.30%,0.000,0.000
ATIVO,06/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.064,0.056,98.00%,99.90%,0.000,0.000
ATIVO,06/02/2025,38,04,CA052024,Carlos,91.48%,96.30%,0.100,0.110,94.10%,98.20%,0.000,0.000
ATIVO,06/02/2025,55,05,CA012024,Carlos,89.56%,92.70%,0.116,0.110,81.14%,96.80%,0.000,0.000
ATIVO,06/02/2025,83,01,AL072023,Alex,85.92%,82.80%,0.096,0.115,81.67%,93.70%,0.000,0.000
ATIVO,06/02/2025,96,02,BR042023,Bruno,85.02%,78.00%,0.093,0.110,84.75%,93.40%,0.000,0.000
ATIVO,05/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.072,0.056,98.04%,99.90%,0.000,0.000
ATIVO,05/02/2025,38,04,CA052024,Carlos,94.57%,96.30%,0.125,0.110,94.20%,98.20%,0.000,0.000
ATIVO,05/02/2025,55,05,CA012024,Carlos,92.39%,92.70%,0.116,0.110,81.16%,96.80%,1.663,1.670
ATIVO,05/02/2025,83,01,AL072023,Alex,91.24%,82.80%,0.120,0.115,81.67%,93.70%,0.000,0.000
ATIVO,05/02/2025,96,02,BR042023,Bruno,85.83%,78.00%,0.127,0.110,84.75%,93.40%,0.000,0.000
ATIVO,04/02/2025,12,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.064,0.056,98.10%,99.90%,0.000,0.000
ATIVO,04/02/2025,38,04,CA052024,Carlos,93.24%,96.30%,0.117,0.110,94.22%,98.20%,0.000,0.000
ATIVO,04/02/2025,55,05,CA012024,Carlos,90.26%,92.70%,0.126,0.110,81.16%,96.80%,0.000,0.000
ATIVO,04/02/2025,83,01,AL072023,Alex,88.63%,82.80%,0.120,0.115,81.67%,93.70%,0.000,0.000
ATIVO,04/02/2025,96,02,BR042023,Bruno,84.27%,78.00%,0.116,0.110,84.75%,93.40%,0.000,0.000
ATIVO,03/02/2025,11,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.072,0.053,98.10%,99.90%,0.974,0.860
ATIVO,03/02/2025,37,04,CA052024,Carlos,100.00%,96.50%,0.141,0.110,94.27%,98.30%,0.000,0.000
ATIVO,03/02/2025,55,05,CA012024,Carlos,97.15%,92.70%,0.145,0.110,81.20%,96.80%,0.000,0.000
ATIVO,03/02/2025,83,01,AL072023,Alex,93.28%,82.80%,0.144,0.115,81.67%,93.70%,0.000,0.000
ATIVO,03/02/2025,96,02,BR042023,Bruno,88.70%,78.00%,0.139,0.110,84.78%,93.40%,0.000,0.000
ATIVO,02/02/2025,11,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.072,0.053,98.10%,99.90%,0.000,0.000
ATIVO,02/02/2025,37,04,CA052024,Carlos,100.00%,96.50%,0.133,0.110,94.31%,98.30%,0.000,0.000
ATIVO,02/02/2025,55,05,CA012024,Carlos,97.31%,92.70%,0.135,0.110,81.06%,96.80%,0.000,0.000
ATIVO,02/02/2025,82,01,AL072023,Alex,93.25%,83.20%,0.144,0.115,81.74%,93.80%,0.000,0.000
ATIVO,02/02/2025,96,02,BR042023,Bruno,88.70%,78.00%,0.127,0.110,84.80%,93.40%,0.000,0.000
ATIVO,01/02/2025,11,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.000,0.000,98.10%,99.90%,0.000,0.000
ATIVO,01/02/2025,37,04,CA052024,Carlos,81.19%,96.50%,0.000,0.000,94.31%,98.30%,0.000,0.000
ATIVO,01/02/2025,55,05,CA012024,Carlos,81.52%,92.70%,0.000,0.000,81.06%,96.80%,0.000,0.000
ATIVO,01/02/2025,82,01,AL072023,Alex,77.36%,83.20%,0.000,0.000,81.74%,93.80%,0.000,0.000
ATIVO,01/02/2025,96,02,BR042023,Bruno,72.25%,78.00%,0.000,0.000,84.80%,93.40%,0.000,0.000
ATIVO,31/01/2025,11,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.064,0.053,98.10%,99.90%,0.000,0.000
ATIVO,31/01/2025,37,04,CA052024,Carlos,94.43%,96.50%,0.116,0.110,94.29%,98.30%,0.000,0.000
ATIVO,31/01/2025,55,05,CA012024,Carlos,93.14%,92.70%,0.077,0.110,81.22%,96.80%,0.000,0.000
ATIVO,31/01/2025,82,01,AL072023,Alex,87.62%,83.20%,0.108,0.115,81.74%,93.80%,0.000,0.000
ATIVO,31/01/2025,96,02,BR042023,Bruno,86.24%,78.00%,0.092,0.110,84.80%,93.40%,0.000,0.000
ATIVO,30/01/2025,11,RECRIA,BA112024,BA (Bruno/Alex),0.00%,0.00%,0.064,0.053,98.10%,99.90%,0.000,0.000
ATIVO,30/01/2025,37,04,CA052024,Carlos,95.68%,96.50%,0.100,0.110,94.31%,98.30%,0.000,0.000
ATIVO,30/01/2025,54,05,CA012024,Carlos,93.25%,92.90%,0.106,0.110,81.06%,96.90%,0.000,0.000
